gene_id	KO_1	KO_2	KO_3	WT_1	WT_2	WT_3
ENSG00000160298	747.473116	754.828532	737.533657	695.602676	932.329823	682.835894
ENSG00000160299	2055.577232	2106.678504	2224.639547	2368.81594	2691.26742	2589.175767
ENSG00000160305	1777.013086	1802.089027	2076.121193	1785.515006	2278.774341	1892.157109
ENSG00000160307	0	11.213448	7.752435	0	16.684885	0
ENSG00000160310	4164.778296	4243.455865	3645.184333	4037.89113	3962.53565	3952.46676
ENSG00000166265	0	0	0	0	0	0
ENSG00000166351	0	1.111453	0	0	0	0.548418
ENSG00000166979	3842.731135	4023.510805	3715.548192	2973.784777	3072.749821	2742.864736
ENSG00000168122	0	0	0	0	0	0
ENSG00000170262	0	0	0	0	0	0
ENSG00000171189	0	1.34011	1.640859	0	2.379233	0
ENSG00000171587	0	0	0	0	0	0
ENSG00000173231	4.09673	0	4.218749	3.768982	0	4.218087
ENSG00000173276	893.188745	1036.264925	1047.492765	1028.253038	1077.934509	1271.991074
ENSG00000173638	4707.092509	5295.596277	4225.569982	6020.861483	5863.890773	5053.529521
ENSG00000175302	0	0	0	0	0	0
ENSG00000175894	0	0	0	0	0	0
ENSG00000176054	189.059957	110.870311	50.343826	199.912139	183.530806	111.040777
ENSG00000177398	0	2.137151	0	0	0.63447	0
ENSG00000177692	78.257079	57.510956	93.1099	61.727807	77.621697	95.766712
ENSG00000179381	0	0	0	0	0	0
ENSG00000180509	15.538149	11.915599	9.188759	4.390342	16.392905	3.51564
ENSG00000180530	2282.494863	2365.360567	2599.13734	3096.247812	3196.776716	3252.502408
ENSG00000182093	5074.580125	5053.305471	5426.957411	4697.924499	4742.902066	5355.665563
ENSG00000182240	45650.993919	42473.106466	42951.15701	34018.174831	32389.338024	32544.021902
ENSG00000182362	3956.869544	3934.801089	3846.156798	4010.378002	4242.535759	4090.632378
ENSG00000182591	0	0	0	0	0	0
ENSG00000182670	5825.304766	5719.666422	6144.327816	5555.854044	6339.56786	5905.226611
ENSG00000182816	0	0	0	0	0	0
ENSG00000182871	31.477709	10.707847	23.051572	6.190605	12.752955	16.497861
ENSG00000183036	0	0	0	0	0	0
ENSG00000183067	0	0	0	0	0	0
ENSG00000183145	4.714274	9.464453	2.413203	0	0	4.31534
ENSG00000183249	0	0	0	0	0	0
ENSG00000183255	9108.058758	9976.222381	9058.277302	7728.816556	8626.878745	8267.13645
ENSG00000183421	84.738933	94.50932	115.440227	71.979273	60.972958	57.724647
ENSG00000183486	18.55828	22.544266	45.47578	7.111572	8.895544	0
ENSG00000183527	32682.762525	31544.82186	30689.129853	34421.939993	35604.444667	35465.05285
ENSG00000183570	11.119779	0	22.687106	0	0	0
ENSG00000183640	0	0	0	0	0	0
ENSG00000183778	0.324997	0.322434	0	0.294425	0.286176	0
ENSG00000183844	167.653109	132.362469	149.404272	90.858221	92.83537	98.087371
ENSG00000184012	0	0	2.143192	0	0	0
ENSG00000184032	0	0	0	0	0	0
ENSG00000184221	0	0	0	0	0	0
ENSG00000184351	0	0	0	0	0	0
ENSG00000184724	0	0	0	0	0	0
ENSG00000184787	9520.754287	9428.955939	9559.700842	9274.132559	10489.880182	8874.342048
ENSG00000184900	14954.866084	15293.687346	14316.5523	17549.89907	16838.263364	16932.848247
ENSG00000185272	0	0	0	0	0	0
ENSG00000185390	0	0	0	0	0	0
ENSG00000185437	461.402116	441.229288	352.629241	64.93606	221.038136	221.962459
ENSG00000185658	1782.702129	1971.232886	2082.740207	1625.830594	2143.669756	2116.151555
ENSG00000185808	7333.299615	7389.435514	6700.484245	6133.784723	6562.085951	6696.034737
ENSG00000185917	1711.716953	1792.51349	1583.899088	1961.494002	1827.166657	1918.391612
ENSG00000186866	1767.117471	2041.732478	1984.631909	1846.246628	1924.572363	1711.792529
ENSG00000186924	0	0	0	0	0	0
ENSG00000186925	0	0	0	0	0	0
ENSG00000186930	0	0	0	0	0	0
ENSG00000186965	0	0	0	0	0	0
ENSG00000186967	0	0	0	0	0	0
ENSG00000186970	0	0	0	0	0	0
ENSG00000186971	0	0	0	0	0	0
ENSG00000186977	0	0	0	0	0	0
ENSG00000186980	0	0	0	0	0	0
ENSG00000187005	0	0	0	0	0	0
ENSG00000187026	0	0	0	0	17.481958	0
ENSG00000187172	8.778243	20.573763	8.746761	15.691627	7.645086	19.201101
ENSG00000187175	0	0	0	0	0	0
ENSG00000187766	0	0	0	0	0	0
ENSG00000188155	0	0	0	0	0	0
ENSG00000188681	279.820327	254.182576	201.952921	229.863675	242.782011	183.934798
ENSG00000188694	0	0	0	0	0	0
ENSG00000188992	0	0	0	0	0	0
ENSG00000189089	4.848595	38.123561	33.856351	34.637063	20.907009	9.581351
ENSG00000189169	0	0	0	0	0	0
ENSG00000197381	3975.172557	4375.493338	3845.24163	4570.849067	6118.745598	5188.534542
ENSG00000197683	0	0	0	0	0	0
ENSG00000198390	0	0	0	0	0	0
ENSG00000198618	57165.56895	58937.057783	64489.603986	50773.455288	44984.307861	48481.993175
ENSG00000198743	1030.610061	1244.876542	1326.209404	1406.603903	1581.717207	1708.800662
ENSG00000198862	1854.182703	2037.428703	2117.047382	1951.291738	2109.876571	2116.902177
ENSG00000199806	0	0	0	0	0	0
ENSG00000201812	0	0	0	0	0	0
ENSG00000203616	0	0	0	0	0	0
ENSG00000205439	0	0	0	0	0	0
ENSG00000205445	0	0	0	0	0	0
ENSG00000205581	62199.421751	61305.87622	62216.495518	71150.21577	69174.632662	69358.996779
ENSG00000205670	4182.15639	4016.275147	4048.791934	4998.898326	5047.625805	5251.728815
ENSG00000205726	4945.449131	4947.33965	5069.896327	5393.476279	5283.842243	5172.288702
ENSG00000205758	2980.893081	3046.206538	3211.750459	2483.488913	2816.559711	2712.856667
ENSG00000205927	0	0	0	0	0	0
ENSG00000205929	11.858157	18.877236	8.525023	8.622015	10.320188	5.911939
ENSG00000206102	0	0	0	0	0	0
ENSG00000206104	0	0	0	0	0	0
ENSG00000206105	0	0	0	0	0	0
ENSG00000206106	0	0	0	0	0	0
ENSG00000206107	0	0	0	0	0	0
ENSG00000212932	0	0	0	0	0	0
ENSG00000212933	0	0	0	0	0	0
ENSG00000212935	0	0	0	0	0	0
ENSG00000212938	0	0	0	0	0	0
ENSG00000213440	0	0	0	0	0	0
ENSG00000213885	563.70492	743.554142	694.603067	644.993333	614.016288	632.075713
ENSG00000214319	0	0	0	0	0	0
ENSG00000214326	0	0	0	0	0	0
ENSG00000214867	0	0	0	0	0	10.328592
ENSG00000214889	0	0	0	0	0	0
ENSG00000214914	10.391627	20.366907	21.158989	0	0	49.831865
ENSG00000214976	0	0	0	0	0	0
ENSG00000215005	6.204067	3.116133	6.381834	14.316729	0	6.584983
ENSG00000215088	0	0	0	7.581425	0	0
ENSG00000215317	0	0	0	0	0	0
ENSG00000215326	0	0	0	0	0	0
ENSG00000215351	0	0	13.966109	12.351598	0	13.741167
ENSG00000215353	0	0	0	0	0	0
ENSG00000215369	0	0	0	0	0	0
ENSG00000215454	0	0	0	0	0	0
ENSG00000215455	0	0	0	0	0	0
ENSG00000215559	1.208024	0	0	0	1.070492	0
ENSG00000215562	0	0	0	0	0	0
ENSG00000215734	0	0	0	0	0	0
ENSG00000217026	0	7.859795	8.053777	0	0	15.506898
ENSG00000218125	0	0	0	0	0	0
ENSG00000218549	0	0	0	0	0	0
ENSG00000219280	0	0	0	0	0	0
ENSG00000219368	0	0	0	0	0	0
ENSG00000219592	0	0	0	0	0	0
ENSG00000221837	0	0	0	0	0	0
ENSG00000221859	0	0	0	0	0	0
ENSG00000221864	0	0	0	0	0	0
ENSG00000222018	5.438692	0	0	0	4.833141	0
ENSG00000223262	0	0	0	0	0	0
ENSG00000223431	0	0	0	0	0	0
ENSG00000223488	0	0	0	0	0	0
ENSG00000223671	0	0	0	0	0	0
ENSG00000223741	0	0	3.720346	0	0	3.634942
ENSG00000223822	7.978081	0	0	7.127984	0	7.813011
ENSG00000224309	0	0	0	0	0	0
ENSG00000224421	0	0	0	0	0	0
ENSG00000224427	0	24.115885	0	0	0	0
ENSG00000224524	0	0	0	0	0	0
ENSG00000224598	0	0	0	0	0	0
ENSG00000224602	0	0	0	0	0	0
ENSG00000224747	0	0	0	0	0	0
ENSG00000224860	0	0	0	0	0	0
ENSG00000225043	0	0	9.384327	0	0	0
ENSG00000225267	0	0	0	0	0	0
ENSG00000225502	0	0	0	0	0	0
ENSG00000225735	0	0	0	0	0	0
ENSG00000225906	0	0	0	0	0	0
ENSG00000226054	1032.25597	1038.322598	1213.791132	1211.028097	1269.934827	1626.359708
ENSG00000226298	0	0	0	0	0	0
ENSG00000226406	0	0	0	0	0	0
ENSG00000226501	12.483692	0	0	0	0	0
ENSG00000226543	0	0	0	0	0	0
ENSG00000226580	522.133957	0	303.15311	272.25182	127.27317	0
ENSG00000226818	0	2.409072	0	0	0	0
ENSG00000226930	0	0	0	0	0	0
ENSG00000227054	0	0	0	0	0	0
ENSG00000227406	0	0	0	0	0	0
ENSG00000227721	0	0	0	0	0	0
ENSG00000227840	0	0	0	0	0	0
ENSG00000227874	0	0	0	0	0	0
ENSG00000227999	0	0	0	0	0	0
ENSG00000228149	3.112104	0	0	2.783428	0	0
ENSG00000228184	0	0	0	0	0	0
ENSG00000228314	0	0	0	0	0	0
ENSG00000228349	0	0	0	0	0	0
ENSG00000228433	0	0	0	0	0	0
ENSG00000228600	0	0	0	0	0	0
ENSG00000228861	0	0	0	0	0	0
ENSG00000228930	0	0	0	0	0	0
ENSG00000228941	17.741098	11.119061	15.778566	12.246919	27.637322	11.578495
ENSG00000229007	264.531327	528.578155	329.501347	442.684024	381.038478	524.68138
ENSG00000229046	0	0	0	0	0	0
ENSG00000229231	0	0	0	1.505119	0	0
ENSG00000229336	16.350995	16.752431	0	45.665765	0	0
ENSG00000229623	0	0	0	0	8.947362	0
ENSG00000229761	0	0	0	0	0	0
ENSG00000229880	0	1.805188	0	0	0	0
ENSG00000230198	0	0	0	0	0	0
ENSG00000230859	0	0	0	0	0	0
ENSG00000230870	16.242181	15.863288	19.325374	5.738975	11.117187	18.94003
ENSG00000230965	0	0	0	0	0	0
ENSG00000230982	0	0	0	0	9.9436	11.470694
ENSG00000231058	0	0	0	0	0	0
ENSG00000231068	0	0	0	0	0	0
ENSG00000231123	0	0	0	0	0	14.325849
ENSG00000231136	0	0	0	0	14.469821	0
ENSG00000231300	32.046916	0	33.806927	0	28.437679	0
ENSG00000231480	0	0	0	0	0	0
ENSG00000232260	0	0	26.272604	11.659702	11.456543	13.157385
ENSG00000232263	0	0	0	0	0	0
ENSG00000232608	34.572277	0	0	0	0	0
ENSG00000232687	0	0	0	0	0	0
ENSG00000232777	0	0	0	0	19.360744	0
ENSG00000232797	0	0	0	0	0	0
ENSG00000233036	0	0	0	0	0	0
ENSG00000233056	26.09383	35.206498	49.662644	19.684963	25.207385	42.55718
ENSG00000233206	0	0	0	0	0	0
ENSG00000233300	0	0	0	0	0	0
ENSG00000233442	0	0	0	0	0	0
ENSG00000233640	0	0	0	0	0	0
ENSG00000233676	0	0	0	0	0	0
ENSG00000233767	0	0	0	0	0	0
ENSG00000233956	12.610903	12.691847	0	0	22.276706	0
ENSG00000234008	0	0	0	0	0	0
ENSG00000234030	0	0	0	14.411213	14.067548	0
ENSG00000234107	0	0	0	0	0	10.814039
ENSG00000234159	0	0	0	0	0	0
ENSG00000234289	621.20889	460.568924	460.696708	236.687608	260.593963	363.364574
ENSG00000234340	0	3.634504	0	0	0	0
ENSG00000234439	0	0	6.30463	2.855019	0	0
ENSG00000234538	0	0	0	0	0	0
ENSG00000235012	0	0	0	0	0	0
ENSG00000235312	0	0	0	0	0	0
ENSG00000235374	95.595896	162.648378	102.962981	128.113896	174.801679	149.087755
ENSG00000235514	0	0	0	0	0	0
ENSG00000235701	21.553924	5.269018	10.695034	0	14.066889	5.236414
ENSG00000235808	15.048049	0	0	13.934195	0	0
ENSG00000236056	0	0	0	0	0	0
ENSG00000236382	0	0	0	0	0	0
ENSG00000236400	0	0	0	0	0	0
ENSG00000236612	0	0	0	0	0	0
ENSG00000237202	0	0	0	0	0	0
ENSG00000237325	0	0	0	0	0	0
ENSG00000237444	0	0	0	0	0	0
ENSG00000237569	0	0	0	0	0	0
ENSG00000237731	0	0	0	0	0	0
ENSG00000237841	0	0	0	0	0	0
ENSG00000238220	0	0	0	0	0	0
ENSG00000238257	0	0	0	0	0	0
ENSG00000238627	0	0	0	0	0	0
ENSG00000240432	0	0	0	0	0	0
ENSG00000240755	190.999018	208.651154	106.389411	63.848047	62.103984	48.574788
ENSG00000241123	0	0	0	0	0	0
ENSG00000241837	48616.933844	46403.407242	51013.880984	49082.797234	46838.997543	50265.262572
ENSG00000241945	6172.840101	5853.202522	5483.616593	7428.245805	7324.156514	6834.212044
ENSG00000242220	109.100314	10.344475	0	16.447181	6.497587	15.603607
ENSG00000243064	0	0	0	0	0	0
ENSG00000243489	0	0	0	0	0	0
ENSG00000243627	0	0	0	0	0	0
ENSG00000243646	1085.302058	1097.059386	1265.997824	1061.750403	1199.517953	1164.21892
ENSG00000243927	11827.464235	11698.865261	10347.470705	12942.666526	14049.613309	13016.411846
ENSG00000244025	0	0	0	0	0	0
ENSG00000244362	0	0	0	0	0	0
ENSG00000244624	0	0	0	0	0	0
ENSG00000249209	78.235843	72.404203	93.04112	189.930028	83.982776	149.472326
ENSG00000249493	0	13.416822	14.101723	0	23.844146	13.396284
ENSG00000249624	79.433319	41.872466	24.640661	38.98646	39.08011	88.63141
ENSG00000250973	0	0	0	0	0	0
ENSG00000252950	0	0	0	0	0	0
ENSG00000265590	1436.672704	1521.657691	1435.512482	1163.723989	963.618794	1449.801757
ENSG00000270533	139.786688	151.39299	173.391314	82.193213	115.228156	96.077109
ENSG00000270652	0	0	0	0	0	0
ENSG00000270835	0	0	0	0	0	0
ENSG00000271486	0	0	0	0	0	0
ENSG00000272804	0	0	0	0	0	0
ENSG00000273692	0	0	0	0	0	0
ENSG00000273872	0	0	0	0	0	0
ENSG00000274391	0	0	0	0	0	0
ENSG00000274749	0	0	0	0	0	0
ENSG00000275170	0	0	0	0	0	0
ENSG00000275592	0	0	0	0	0	0
ENSG00000275945	0	18.205614	12.319821	0	5.354162	0
ENSG00000276556	0	0	0	0	0	0
ENSG00000276647	0	0	0	0	0	0
ENSG00000276738	0	0	0	0	0	0
ENSG00000277282	0	0	0	0	0	0
ENSG00000278106	0	0	0	0	0	0
ENSG00000278181	0	0	0	0	0	0
ENSG00000278381	0	0	0	0	0	0
ENSG00000278678	0	0	0	0	0	0
ENSG00000278931	112.678784	127.095036	133.700944	96.168052	155.16829	139.410326
ENSG00000279062	8.670025	0	0	0	0	0
ENSG00000279167	0	0	0	0	0	0
ENSG00000279208	223.952368	148.364543	386.397388	203.961798	83.22041	176.885343
ENSG00000279211	0	0	0	0	0	0
ENSG00000279213	0	0	0	0	0	0
ENSG00000279381	0	0	0	0	0	0
ENSG00000279414	10.565544	20.544495	0	18.722205	0	0
ENSG00000279477	0	0	0	0	0	0
ENSG00000279615	0	0	0	0	0	0
ENSG00000279647	0	0	0	0	0	0
ENSG00000279709	0	0	0	0	0	0
ENSG00000279718	6.344172	6.238952	31.678474	22.728377	39.147113	24.493049
ENSG00000279720	29.649624	19.690351	10.038493	44.110869	26.419561	18.894777
ENSG00000279728	0	0	0	0	0	0
ENSG00000279783	0	0	0	0	0	0
ENSG00000279788	0	0	0	0	0	0
ENSG00000279864	0	0	0	0	0	0
ENSG00000279895	0	0	0	0	0	0
ENSG00000279990	0	0	0	0	0	0
ENSG00000280019	0	0	0	0	0	0
ENSG00000280081	806.835671	934.355014	1101.669793	966.808249	1088.871223	990.006924
ENSG00000280243	0	0	0	0	0	0
ENSG00000280330	13.611102	13.605412	6.881219	3.102846	9.011513	9.836507
ENSG00000280436	0	0	0	0	0	16.933802
ENSG00000281420	0	0	0	0	0	0
ENSG00000285815	98.768328	75.275761	109.812355	175.327482	17.924512	49.594813
ENSG00000286224	0	0	0	0	0	0
ENSG00000288593	0	0	0	87.887392	0	27.014162
ENSG00000288711	0	0	0	0	0	0
